image,px,py
00_003928.jpg,269.5840072631836,288.6053237915039
00_003929.jpg,269.44661712646484,285.7875328063965
00_003930.jpg,269.55623626708984,285.82359313964844
00_003931.jpg,269.2222442626953,284.6916198730469
00_003932.jpg,269.38672637939453,284.3978500366211
00_003933.jpg,269.38194274902344,284.761962890625
00_003934.jpg,269.0445861816406,284.61446380615234
00_003935.jpg,269.07460021972656,284.85315322875977
00_003936.jpg,268.7839889526367,284.7325630187988
00_003937.jpg,268.71634674072266,284.40999603271484
00_003938.jpg,266.6472854614258,285.226749420166
00_003939.jpg,268.56087493896484,284.2247734069824
00_003940.jpg,268.50250244140625,284.1826629638672
00_003941.jpg,268.6126937866211,284.0102996826172
00_003942.jpg,268.7239227294922,284.0499382019043
00_003943.jpg,268.21678161621094,285.2004203796387
00_003944.jpg,268.0485610961914,284.63464736938477
00_003945.jpg,268.1183319091797,284.63671875
00_003946.jpg,267.7230224609375,283.7814254760742
00_003947.jpg,267.9386215209961,284.0438461303711
00_003948.jpg,267.5257339477539,283.9573402404785
00_003949.jpg,267.49349212646484,284.05562591552734
00_003950.jpg,267.6054458618164,284.16258239746094
00_003951.jpg,267.46349334716797,283.7790870666504
00_003952.jpg,267.4188919067383,283.4036407470703
00_003953.jpg,267.95642852783203,284.25680923461914
00_003954.jpg,267.5318832397461,283.5658416748047
00_003955.jpg,267.8388137817383,284.19298553466797
00_003956.jpg,268.2404327392578,284.4463233947754
00_003957.jpg,268.03357696533203,284.3871726989746
00_003958.jpg,267.5696258544922,284.1762275695801
00_003959.jpg,267.66866302490234,284.1687927246094
00_003960.jpg,267.71156311035156,284.29376220703125
00_003961.jpg,267.59642791748047,284.6074676513672
00_003962.jpg,267.6356735229492,284.23767471313477
00_003963.jpg,267.62574005126953,284.395938873291
00_003964.jpg,267.754638671875,284.5601234436035
00_003965.jpg,268.0510940551758,285.1789207458496
01_003973.jpg,261.89171600341797,284.9849662780762
01_003974.jpg,260.5956573486328,284.23291397094727
01_003975.jpg,254.95171356201172,284.74283599853516
01_003976.jpg,253.7364044189453,285.42639923095703
01_003978.jpg,251.3280487060547,285.4156608581543
01_003979.jpg,248.59402465820312,283.6260528564453
01_003980.jpg,249.15006256103516,284.0140686035156
01_003981.jpg,249.0475616455078,283.7608833312988
01_003982.jpg,251.0159149169922,284.44149017333984
01_003983.jpg,249.21538543701172,283.5751152038574
01_003984.jpg,249.00973510742188,283.55101013183594
01_003985.jpg,250.14310455322266,284.2312126159668
01_003986.jpg,249.65660095214844,283.9692611694336
01_003987.jpg,249.75469207763672,283.88138580322266
01_003988.jpg,250.49761962890625,283.9148597717285
01_003989.jpg,249.57029724121094,284.0696792602539
01_003990.jpg,249.83062744140625,284.9349479675293
01_003991.jpg,250.4505157470703,285.09043884277344
01_003993.jpg,250.50426483154297,284.43366622924805
01_003994.jpg,251.12618255615234,284.83329010009766
01_003995.jpg,249.60894012451172,283.8771629333496
01_003996.jpg,249.46449279785156,283.93972396850586
01_003997.jpg,251.85211181640625,284.8577003479004
01_003998.jpg,251.55677795410156,284.5619354248047
01_003999.jpg,251.9921875,284.7640151977539
01_004000.jpg,249.72845458984375,283.750545501709
01_004001.jpg,250.8946075439453,283.8641700744629
01_004002.jpg,250.21920776367188,283.7884712219238
01_004003.jpg,251.23230743408203,284.7337341308594
01_004004.jpg,250.29847717285156,283.97300720214844
01_004005.jpg,250.42239379882812,284.03775787353516
01_004006.jpg,250.64283752441406,284.26675033569336
01_004007.jpg,251.7230224609375,284.6038131713867
01_004008.jpg,250.77972412109375,284.5085792541504
01_004009.jpg,251.51520538330078,284.8341407775879
01_004010.jpg,251.15325927734375,288.5745620727539
02_004018.jpg,251.5367660522461,285.0038375854492
02_004019.jpg,253.31661987304688,291.91843032836914
02_004020.jpg,253.48353576660156,292.0456085205078
02_004021.jpg,254.10765075683594,296.1177444458008
02_004022.jpg,253.16539001464844,295.2648391723633
02_004023.jpg,254.12820434570312,295.7275924682617
02_004024.jpg,254.81414794921875,296.5931701660156
02_004025.jpg,255.2639389038086,296.2889938354492
02_004026.jpg,255.33905792236328,296.05118560791016
02_004027.jpg,255.43920135498047,296.63726806640625
02_004028.jpg,255.52406311035156,296.6550827026367
02_004029.jpg,254.82203674316406,295.4164047241211
02_004030.jpg,254.56195068359375,295.5731506347656
02_004032.jpg,252.76197814941406,297.3086853027344
02_004033.jpg,256.852294921875,296.49222564697266
02_004034.jpg,256.0271301269531,296.3202133178711
02_004035.jpg,255.2079315185547,296.4353942871094
02_004036.jpg,254.55472564697266,296.93353271484375
02_004037.jpg,253.58189392089844,296.417236328125
02_004038.jpg,254.18428802490234,296.11205291748047
02_004039.jpg,255.53601837158203,296.1327819824219
02_004040.jpg,255.52035522460938,297.12564849853516
02_004041.jpg,255.36632537841797,296.9296188354492
02_004042.jpg,256.2660140991211,297.1297607421875
02_004043.jpg,255.36117553710938,296.92138671875
02_004044.jpg,255.04354858398438,296.81146240234375
02_004045.jpg,255.46859741210938,296.2957229614258
02_004046.jpg,255.69041442871094,297.33143615722656
02_004047.jpg,255.39093780517578,297.16663360595703
02_004048.jpg,254.49031829833984,296.8052978515625
02_004049.jpg,255.1277084350586,297.0512390136719
02_004050.jpg,256.06275939941406,297.43724060058594
02_004051.jpg,253.91742706298828,296.70865631103516
02_004052.jpg,254.48939514160156,296.83374786376953
02_004053.jpg,255.15213775634766,297.1479949951172
02_004054.jpg,255.13710021972656,297.0646209716797
02_004055.jpg,255.91864776611328,297.3631057739258
